ASSERTION	AAMAAQpsb2dpbi1wZWFrAwABBAAAAAAAAMBXQAEAAAAAAACIs0A=
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.Login200Test	login200test	1777156522795	 	3.3.1
USER	Login - 200 Concurrentes	306	START	1777156524103	1777156524103
USER	Login - 200 Concurrentes	67	END	1777156523854	1777156524108
USER	Login - 200 Concurrentes	307	START	1777156524110	1777156524110
USER	Login - 200 Concurrentes	116	START	1777156524114	1777156524114
USER	Login - 200 Concurrentes	117	START	1777156524114	1777156524114
REQUEST	73		login-peak	1777156523885	1777156524121	OK	 
USER	Login - 200 Concurrentes	73	END	1777156523884	1777156524124
USER	Login - 200 Concurrentes	308	START	1777156524125	1777156524125
USER	Login - 200 Concurrentes	118	START	1777156524125	1777156524125
USER	Login - 200 Concurrentes	119	START	1777156524125	1777156524125
USER	Login - 200 Concurrentes	121	START	1777156524136	1777156524136
USER	Login - 200 Concurrentes	120	START	1777156524135	1777156524135
REQUEST	72		login-peak	1777156523884	1777156524140	OK	 
USER	Login - 200 Concurrentes	72	END	1777156523884	1777156524140
REQUEST	240		login-peak	1777156523898	1777156524141	OK	 
USER	Login - 200 Concurrentes	309	START	1777156524140	1777156524140
USER	Login - 200 Concurrentes	240	END	1777156523898	1777156524141
USER	Login - 200 Concurrentes	310	START	1777156524141	1777156524141
REQUEST	241		login-peak	1777156523904	1777156524139	OK	 
USER	Login - 200 Concurrentes	241	END	1777156523903	1777156524143
USER	Login - 200 Concurrentes	311	START	1777156524145	1777156524145
USER	Login - 200 Concurrentes	122	START	1777156524145	1777156524145
USER	Login - 200 Concurrentes	123	START	1777156524146	1777156524146
REQUEST	77		login-peak	1777156523907	1777156524144	OK	 
USER	Login - 200 Concurrentes	77	END	1777156523905	1777156524149
USER	Login - 200 Concurrentes	312	START	1777156524149	1777156524149
USER	Login - 200 Concurrentes	124	START	1777156524154	1777156524154
USER	Login - 200 Concurrentes	125	START	1777156524154	1777156524154
USER	Login - 200 Concurrentes	126	START	1777156524164	1777156524164
USER	Login - 200 Concurrentes	127	START	1777156524165	1777156524165
REQUEST	242		login-peak	1777156523906	1777156524173	OK	 
REQUEST	245		login-peak	1777156523916	1777156524174	OK	 
USER	Login - 200 Concurrentes	128	START	1777156524175	1777156524175
USER	Login - 200 Concurrentes	245	END	1777156523916	1777156524174
USER	Login - 200 Concurrentes	313	START	1777156524177	1777156524177
USER	Login - 200 Concurrentes	129	START	1777156524176	1777156524176
REQUEST	249		login-peak	1777156523941	1777156524179	OK	 
USER	Login - 200 Concurrentes	249	END	1777156523936	1777156524182
USER	Login - 200 Concurrentes	314	START	1777156524182	1777156524182
USER	Login - 200 Concurrentes	242	END	1777156523906	1777156524184
REQUEST	78		login-peak	1777156523914	1777156524184	OK	 
USER	Login - 200 Concurrentes	78	END	1777156523913	1777156524185
REQUEST	74		login-peak	1777156523894	1777156524185	OK	 
USER	Login - 200 Concurrentes	316	START	1777156524185	1777156524185
REQUEST	81		login-peak	1777156523945	1777156524183	OK	 
REQUEST	76		login-peak	1777156523905	1777156524187	OK	 
USER	Login - 200 Concurrentes	315	START	1777156524184	1777156524184
USER	Login - 200 Concurrentes	81	END	1777156523943	1777156524189
USER	Login - 200 Concurrentes	317	START	1777156524190	1777156524190
USER	Login - 200 Concurrentes	132	START	1777156524207	1777156524207
USER	Login - 200 Concurrentes	76	END	1777156523905	1777156524187
REQUEST	244		login-peak	1777156523913	1777156524208	OK	 
USER	Login - 200 Concurrentes	133	START	1777156524208	1777156524208
USER	Login - 200 Concurrentes	134	START	1777156524209	1777156524209
USER	Login - 200 Concurrentes	318	START	1777156524209	1777156524209
USER	Login - 200 Concurrentes	131	START	1777156524185	1777156524185
USER	Login - 200 Concurrentes	74	END	1777156523894	1777156524210
REQUEST	70		login-peak	1777156523876	1777156524211	OK	 
USER	Login - 200 Concurrentes	319	START	1777156524211	1777156524211
USER	Login - 200 Concurrentes	130	START	1777156524185	1777156524185
USER	Login - 200 Concurrentes	135	START	1777156524209	1777156524209
REQUEST	239		login-peak	1777156523893	1777156524212	OK	 
USER	Login - 200 Concurrentes	239	END	1777156523893	1777156524213
REQUEST	75		login-peak	1777156523895	1777156524213	OK	 
USER	Login - 200 Concurrentes	320	START	1777156524213	1777156524213
USER	Login - 200 Concurrentes	244	END	1777156523913	1777156524214
REQUEST	248		login-peak	1777156523924	1777156524214	OK	 
USER	Login - 200 Concurrentes	136	START	1777156524214	1777156524214
REQUEST	238		login-peak	1777156523882	1777156524215	OK	 
USER	Login - 200 Concurrentes	137	START	1777156524215	1777156524215
USER	Login - 200 Concurrentes	321	START	1777156524216	1777156524216
USER	Login - 200 Concurrentes	248	END	1777156523923	1777156524214
USER	Login - 200 Concurrentes	70	END	1777156523876	1777156524211
USER	Login - 200 Concurrentes	238	END	1777156523882	1777156524215
USER	Login - 200 Concurrentes	322	START	1777156524219	1777156524219
USER	Login - 200 Concurrentes	323	START	1777156524219	1777156524219
USER	Login - 200 Concurrentes	324	START	1777156524220	1777156524220
REQUEST	79		login-peak	1777156523914	1777156524223	OK	 
USER	Login - 200 Concurrentes	75	END	1777156523895	1777156524222
USER	Login - 200 Concurrentes	325	START	1777156524223	1777156524223
USER	Login - 200 Concurrentes	138	START	1777156524223	1777156524223
USER	Login - 200 Concurrentes	139	START	1777156524224	1777156524224
REQUEST	243		login-peak	1777156523911	1777156524227	OK	 
USER	Login - 200 Concurrentes	79	END	1777156523914	1777156524227
USER	Login - 200 Concurrentes	326	START	1777156524228	1777156524228
USER	Login - 200 Concurrentes	140	START	1777156524234	1777156524234
USER	Login - 200 Concurrentes	141	START	1777156524234	1777156524234
USER	Login - 200 Concurrentes	243	END	1777156523910	1777156524235
USER	Login - 200 Concurrentes	327	START	1777156524235	1777156524235
REQUEST	89		login-peak	1777156523965	1777156524237	OK	 
USER	Login - 200 Concurrentes	89	END	1777156523964	1777156524237
USER	Login - 200 Concurrentes	328	START	1777156524239	1777156524239
REQUEST	85		login-peak	1777156523962	1777156524241	OK	 
USER	Login - 200 Concurrentes	85	END	1777156523944	1777156524243
REQUEST	86		login-peak	1777156523954	1777156524237	OK	 
USER	Login - 200 Concurrentes	329	START	1777156524243	1777156524243
USER	Login - 200 Concurrentes	86	END	1777156523954	1777156524244
REQUEST	266		login-peak	1777156523968	1777156524244	OK	 
USER	Login - 200 Concurrentes	142	START	1777156524244	1777156524244
USER	Login - 200 Concurrentes	143	START	1777156524244	1777156524244
USER	Login - 200 Concurrentes	330	START	1777156524245	1777156524245
USER	Login - 200 Concurrentes	266	END	1777156523968	1777156524245
USER	Login - 200 Concurrentes	331	START	1777156524246	1777156524246
REQUEST	257		login-peak	1777156523951	1777156524247	OK	 
REQUEST	82		login-peak	1777156523968	1777156524249	OK	 
REQUEST	258		login-peak	1777156523952	1777156524249	OK	 
USER	Login - 200 Concurrentes	257	END	1777156523951	1777156524249
USER	Login - 200 Concurrentes	82	END	1777156523943	1777156524249
USER	Login - 200 Concurrentes	258	END	1777156523952	1777156524250
REQUEST	262		login-peak	1777156523959	1777156524250	OK	 
USER	Login - 200 Concurrentes	332	START	1777156524250	1777156524250
USER	Login - 200 Concurrentes	333	START	1777156524250	1777156524250
USER	Login - 200 Concurrentes	334	START	1777156524251	1777156524251
REQUEST	261		login-peak	1777156523959	1777156524251	OK	 
USER	Login - 200 Concurrentes	261	END	1777156523959	1777156524252
USER	Login - 200 Concurrentes	335	START	1777156524252	1777156524252
REQUEST	277		login-peak	1777156524020	1777156524252	OK	 
USER	Login - 200 Concurrentes	277	END	1777156524020	1777156524254
USER	Login - 200 Concurrentes	336	START	1777156524254	1777156524254
USER	Login - 200 Concurrentes	144	START	1777156524254	1777156524254
USER	Login - 200 Concurrentes	145	START	1777156524255	1777156524255
REQUEST	273		login-peak	1777156523993	1777156524258	OK	 
USER	Login - 200 Concurrentes	273	END	1777156523993	1777156524258
USER	Login - 200 Concurrentes	337	START	1777156524259	1777156524259
USER	Login - 200 Concurrentes	262	END	1777156523959	1777156524260
REQUEST	101		login-peak	1777156524025	1777156524260	OK	 
USER	Login - 200 Concurrentes	101	END	1777156524025	1777156524261
USER	Login - 200 Concurrentes	339	START	1777156524262	1777156524262
USER	Login - 200 Concurrentes	338	START	1777156524260	1777156524260
USER	Login - 200 Concurrentes	146	START	1777156524264	1777156524264
USER	Login - 200 Concurrentes	147	START	1777156524264	1777156524264
REQUEST	252		login-peak	1777156523939	1777156524265	OK	 
USER	Login - 200 Concurrentes	252	END	1777156523939	1777156524272
REQUEST	84		login-peak	1777156523953	1777156524272	OK	 
USER	Login - 200 Concurrentes	84	END	1777156523944	1777156524273
USER	Login - 200 Concurrentes	341	START	1777156524273	1777156524273
USER	Login - 200 Concurrentes	148	START	1777156524274	1777156524274
USER	Login - 200 Concurrentes	149	START	1777156524275	1777156524275
USER	Login - 200 Concurrentes	340	START	1777156524272	1777156524272
REQUEST	256		login-peak	1777156523949	1777156524273	OK	 
USER	Login - 200 Concurrentes	256	END	1777156523949	1777156524280
USER	Login - 200 Concurrentes	342	START	1777156524280	1777156524280
USER	Login - 200 Concurrentes	151	START	1777156524283	1777156524283
REQUEST	293		login-peak	1777156524068	1777156524283	OK	 
USER	Login - 200 Concurrentes	293	END	1777156524068	1777156524285
USER	Login - 200 Concurrentes	343	START	1777156524285	1777156524285
USER	Login - 200 Concurrentes	150	START	1777156524283	1777156524283
REQUEST	105		login-peak	1777156524048	1777156524286	OK	 
REQUEST	289		login-peak	1777156524041	1777156524287	OK	 
USER	Login - 200 Concurrentes	105	END	1777156524047	1777156524287
USER	Login - 200 Concurrentes	344	START	1777156524288	1777156524288
USER	Login - 200 Concurrentes	289	END	1777156524041	1777156524290
USER	Login - 200 Concurrentes	345	START	1777156524291	1777156524291
REQUEST	113		login-peak	1777156524085	1777156524292	OK	 
REQUEST	251		login-peak	1777156523938	1777156524295	OK	 
USER	Login - 200 Concurrentes	113	END	1777156524084	1777156524294
USER	Login - 200 Concurrentes	346	START	1777156524296	1777156524296
USER	Login - 200 Concurrentes	152	START	1777156524296	1777156524296
USER	Login - 200 Concurrentes	153	START	1777156524297	1777156524297
USER	Login - 200 Concurrentes	251	END	1777156523938	1777156524299
USER	Login - 200 Concurrentes	347	START	1777156524300	1777156524300
USER	Login - 200 Concurrentes	154	START	1777156524304	1777156524304
USER	Login - 200 Concurrentes	155	START	1777156524304	1777156524304
REQUEST	254		login-peak	1777156523947	1777156524299	OK	 
USER	Login - 200 Concurrentes	254	END	1777156523946	1777156524306
REQUEST	250		login-peak	1777156523928	1777156524306	OK	 
USER	Login - 200 Concurrentes	250	END	1777156523928	1777156524307
REQUEST	246		login-peak	1777156523920	1777156524307	OK	 
USER	Login - 200 Concurrentes	349	START	1777156524307	1777156524307
USER	Login - 200 Concurrentes	348	START	1777156524306	1777156524306
USER	Login - 200 Concurrentes	246	END	1777156523919	1777156524312
USER	Login - 200 Concurrentes	350	START	1777156524315	1777156524315
USER	Login - 200 Concurrentes	157	START	1777156524315	1777156524315
USER	Login - 200 Concurrentes	156	START	1777156524315	1777156524315
USER	Login - 200 Concurrentes	159	START	1777156524325	1777156524325
USER	Login - 200 Concurrentes	158	START	1777156524324	1777156524324
REQUEST	93		login-peak	1777156523985	1777156524330	OK	 
USER	Login - 200 Concurrentes	93	END	1777156523985	1777156524330
USER	Login - 200 Concurrentes	351	START	1777156524331	1777156524331
REQUEST	247		login-peak	1777156523951	1777156524334	OK	 
REQUEST	253		login-peak	1777156523982	1777156524331	OK	 
USER	Login - 200 Concurrentes	253	END	1777156523939	1777156524335
USER	Login - 200 Concurrentes	352	START	1777156524335	1777156524335
REQUEST	269		login-peak	1777156523972	1777156524336	OK	 
USER	Login - 200 Concurrentes	161	START	1777156524337	1777156524337
USER	Login - 200 Concurrentes	160	START	1777156524337	1777156524337
USER	Login - 200 Concurrentes	269	END	1777156523972	1777156524338
USER	Login - 200 Concurrentes	353	START	1777156524338	1777156524338
USER	Login - 200 Concurrentes	247	END	1777156523935	1777156524341
REQUEST	117		login-peak	1777156524115	1777156524340	OK	 
USER	Login - 200 Concurrentes	162	START	1777156524344	1777156524344
USER	Login - 200 Concurrentes	163	START	1777156524344	1777156524344
USER	Login - 200 Concurrentes	117	END	1777156524114	1777156524343
REQUEST	91		login-peak	1777156523975	1777156524347	OK	 
USER	Login - 200 Concurrentes	354	START	1777156524347	1777156524347
USER	Login - 200 Concurrentes	91	END	1777156523974	1777156524347
REQUEST	83		login-peak	1777156523949	1777156524348	OK	 
USER	Login - 200 Concurrentes	355	START	1777156524347	1777156524347
USER	Login - 200 Concurrentes	356	START	1777156524348	1777156524348
REQUEST	301		login-peak	1777156524087	1777156524349	OK	 
REQUEST	263		login-peak	1777156523961	1777156524348	OK	 
USER	Login - 200 Concurrentes	83	END	1777156523943	1777156524348
USER	Login - 200 Concurrentes	301	END	1777156524087	1777156524349
USER	Login - 200 Concurrentes	357	START	1777156524353	1777156524353
USER	Login - 200 Concurrentes	358	START	1777156524354	1777156524354
USER	Login - 200 Concurrentes	263	END	1777156523961	1777156524354
USER	Login - 200 Concurrentes	359	START	1777156524354	1777156524354
USER	Login - 200 Concurrentes	165	START	1777156524356	1777156524356
USER	Login - 200 Concurrentes	164	START	1777156524355	1777156524355
USER	Login - 200 Concurrentes	166	START	1777156524364	1777156524364
USER	Login - 200 Concurrentes	167	START	1777156524365	1777156524365
REQUEST	276		login-peak	1777156524010	1777156524366	OK	 
USER	Login - 200 Concurrentes	276	END	1777156524010	1777156524367
REQUEST	80		login-peak	1777156523980	1777156524367	OK	 
USER	Login - 200 Concurrentes	360	START	1777156524367	1777156524367
USER	Login - 200 Concurrentes	80	END	1777156523943	1777156524372
USER	Login - 200 Concurrentes	361	START	1777156524373	1777156524373
REQUEST	265		login-peak	1777156523967	1777156524373	OK	 
USER	Login - 200 Concurrentes	169	START	1777156524374	1777156524374
USER	Login - 200 Concurrentes	168	START	1777156524374	1777156524374
USER	Login - 200 Concurrentes	265	END	1777156523967	1777156524376
USER	Login - 200 Concurrentes	362	START	1777156524376	1777156524376
REQUEST	281		login-peak	1777156524029	1777156524381	OK	 
REQUEST	264		login-peak	1777156523961	1777156524381	OK	 
USER	Login - 200 Concurrentes	281	END	1777156524029	1777156524381
USER	Login - 200 Concurrentes	264	END	1777156523961	1777156524382
USER	Login - 200 Concurrentes	363	START	1777156524386	1777156524386
USER	Login - 200 Concurrentes	364	START	1777156524386	1777156524386
USER	Login - 200 Concurrentes	170	START	1777156524386	1777156524386
USER	Login - 200 Concurrentes	171	START	1777156524386	1777156524386
REQUEST	260		login-peak	1777156523959	1777156524382	OK	 
USER	Login - 200 Concurrentes	260	END	1777156523952	1777156524389
USER	Login - 200 Concurrentes	365	START	1777156524389	1777156524389
USER	Login - 200 Concurrentes	172	START	1777156524394	1777156524394
USER	Login - 200 Concurrentes	173	START	1777156524394	1777156524394
REQUEST	88		login-peak	1777156523964	1777156524395	OK	 
USER	Login - 200 Concurrentes	88	END	1777156523964	1777156524395
USER	Login - 200 Concurrentes	366	START	1777156524396	1777156524396
REQUEST	121		login-peak	1777156524137	1777156524397	OK	 
USER	Login - 200 Concurrentes	121	END	1777156524136	1777156524397
USER	Login - 200 Concurrentes	367	START	1777156524399	1777156524399
REQUEST	90		login-peak	1777156523974	1777156524388	OK	 
REQUEST	309		login-peak	1777156524141	1777156524402	OK	 
USER	Login - 200 Concurrentes	90	END	1777156523974	1777156524400
USER	Login - 200 Concurrentes	309	END	1777156524140	1777156524402
USER	Login - 200 Concurrentes	174	START	1777156524404	1777156524404
USER	Login - 200 Concurrentes	175	START	1777156524404	1777156524404
USER	Login - 200 Concurrentes	368	START	1777156524404	1777156524404
USER	Login - 200 Concurrentes	369	START	1777156524404	1777156524404
REQUEST	268		login-peak	1777156523972	1777156524396	OK	 
USER	Login - 200 Concurrentes	268	END	1777156523972	1777156524407
USER	Login - 200 Concurrentes	370	START	1777156524407	1777156524407
REQUEST	97		login-peak	1777156524042	1777156524407	OK	 
USER	Login - 200 Concurrentes	97	END	1777156524004	1777156524409
USER	Login - 200 Concurrentes	371	START	1777156524409	1777156524409
REQUEST	297		login-peak	1777156524078	1777156524410	OK	 
USER	Login - 200 Concurrentes	297	END	1777156524078	1777156524413
REQUEST	109		login-peak	1777156524067	1777156524413	OK	 
USER	Login - 200 Concurrentes	372	START	1777156524413	1777156524413
USER	Login - 200 Concurrentes	109	END	1777156524067	1777156524414
REQUEST	305		login-peak	1777156524097	1777156524414	OK	 
USER	Login - 200 Concurrentes	373	START	1777156524414	1777156524414
USER	Login - 200 Concurrentes	176	START	1777156524414	1777156524414
USER	Login - 200 Concurrentes	177	START	1777156524414	1777156524414
USER	Login - 200 Concurrentes	305	END	1777156524097	1777156524415
USER	Login - 200 Concurrentes	374	START	1777156524415	1777156524415
