ASSERTION	AAMAAQxsb2dpbi1ub3JtYWwDAAEEAAAAAAAAwFdAAQAAAAAAAECvQA==
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.LoginTest	logintest	1777156495699	 	3.3.1
USER	Login - 100 Concurrentes	1489	START	1777156504508	1777156504508
REQUEST	1460		login-normal	1777156504401	1777156504511	OK	 
USER	Login - 100 Concurrentes	1460	END	1777156504401	1777156504512
USER	Login - 100 Concurrentes	1490	START	1777156504513	1777156504513
REQUEST	1462		login-normal	1777156504405	1777156504513	OK	 
REQUEST	1461		login-normal	1777156504403	1777156504514	OK	 
USER	Login - 100 Concurrentes	1462	END	1777156504405	1777156504513
USER	Login - 100 Concurrentes	1461	END	1777156504403	1777156504514
USER	Login - 100 Concurrentes	1491	START	1777156504514	1777156504514
USER	Login - 100 Concurrentes	1492	START	1777156504514	1777156504514
REQUEST	1456		login-normal	1777156504395	1777156504515	OK	 
USER	Login - 100 Concurrentes	1456	END	1777156504395	1777156504515
USER	Login - 100 Concurrentes	1493	START	1777156504515	1777156504515
REQUEST	1464		login-normal	1777156504410	1777156504516	OK	 
REQUEST	1459		login-normal	1777156504401	1777156504516	OK	 
USER	Login - 100 Concurrentes	1459	END	1777156504401	1777156504516
USER	Login - 100 Concurrentes	1464	END	1777156504410	1777156504517
USER	Login - 100 Concurrentes	1495	START	1777156504517	1777156504517
USER	Login - 100 Concurrentes	1494	START	1777156504517	1777156504517
REQUEST	1463		login-normal	1777156504406	1777156504520	OK	 
USER	Login - 100 Concurrentes	1463	END	1777156504406	1777156504520
USER	Login - 100 Concurrentes	1496	START	1777156504521	1777156504521
REQUEST	1465		login-normal	1777156504412	1777156504524	OK	 
USER	Login - 100 Concurrentes	1465	END	1777156504412	1777156504524
USER	Login - 100 Concurrentes	1497	START	1777156504525	1777156504525
REQUEST	1468		login-normal	1777156504420	1777156504526	OK	 
USER	Login - 100 Concurrentes	1468	END	1777156504420	1777156504526
USER	Login - 100 Concurrentes	1498	START	1777156504526	1777156504526
REQUEST	1467		login-normal	1777156504418	1777156504527	OK	 
USER	Login - 100 Concurrentes	1467	END	1777156504416	1777156504527
USER	Login - 100 Concurrentes	1499	START	1777156504528	1777156504528
REQUEST	1469		login-normal	1777156504421	1777156504529	OK	 
USER	Login - 100 Concurrentes	1469	END	1777156504421	1777156504529
USER	Login - 100 Concurrentes	1500	START	1777156504530	1777156504530
REQUEST	1466		login-normal	1777156504416	1777156504531	OK	 
USER	Login - 100 Concurrentes	1466	END	1777156504416	1777156504531
USER	Login - 100 Concurrentes	1501	START	1777156504531	1777156504531
REQUEST	1470		login-normal	1777156504422	1777156504532	OK	 
USER	Login - 100 Concurrentes	1470	END	1777156504422	1777156504532
USER	Login - 100 Concurrentes	1502	START	1777156504532	1777156504532
REQUEST	1472		login-normal	1777156504462	1777156504571	OK	 
USER	Login - 100 Concurrentes	1472	END	1777156504461	1777156504571
USER	Login - 100 Concurrentes	1503	START	1777156504571	1777156504571
REQUEST	1473		login-normal	1777156504463	1777156504572	OK	 
USER	Login - 100 Concurrentes	1473	END	1777156504463	1777156504573
USER	Login - 100 Concurrentes	1504	START	1777156504573	1777156504573
REQUEST	1471		login-normal	1777156504462	1777156504578	OK	 
USER	Login - 100 Concurrentes	1471	END	1777156504461	1777156504578
USER	Login - 100 Concurrentes	1505	START	1777156504578	1777156504578
REQUEST	1475		login-normal	1777156504474	1777156504579	OK	 
USER	Login - 100 Concurrentes	1475	END	1777156504473	1777156504579
USER	Login - 100 Concurrentes	1506	START	1777156504579	1777156504579
REQUEST	1478		login-normal	1777156504479	1777156504583	OK	 
USER	Login - 100 Concurrentes	1478	END	1777156504479	1777156504583
USER	Login - 100 Concurrentes	1507	START	1777156504583	1777156504583
REQUEST	1477		login-normal	1777156504476	1777156504584	OK	 
USER	Login - 100 Concurrentes	1477	END	1777156504476	1777156504584
USER	Login - 100 Concurrentes	1508	START	1777156504585	1777156504585
REQUEST	1474		login-normal	1777156504472	1777156504588	OK	 
USER	Login - 100 Concurrentes	1474	END	1777156504471	1777156504589
USER	Login - 100 Concurrentes	1509	START	1777156504589	1777156504589
REQUEST	1476		login-normal	1777156504476	1777156504590	OK	 
USER	Login - 100 Concurrentes	1476	END	1777156504475	1777156504590
USER	Login - 100 Concurrentes	1510	START	1777156504590	1777156504590
REQUEST	1480		login-normal	1777156504486	1777156504592	OK	 
USER	Login - 100 Concurrentes	1480	END	1777156504486	1777156504592
USER	Login - 100 Concurrentes	1511	START	1777156504592	1777156504592
REQUEST	1479		login-normal	1777156504481	1777156504593	OK	 
USER	Login - 100 Concurrentes	1479	END	1777156504481	1777156504593
USER	Login - 100 Concurrentes	1512	START	1777156504593	1777156504593
REQUEST	1483		login-normal	1777156504499	1777156504608	OK	 
USER	Login - 100 Concurrentes	1483	END	1777156504499	1777156504609
USER	Login - 100 Concurrentes	1513	START	1777156504609	1777156504609
REQUEST	1484		login-normal	1777156504500	1777156504609	OK	 
REQUEST	1482		login-normal	1777156504495	1777156504609	OK	 
USER	Login - 100 Concurrentes	1484	END	1777156504499	1777156504609
USER	Login - 100 Concurrentes	1514	START	1777156504610	1777156504610
USER	Login - 100 Concurrentes	1482	END	1777156504495	1777156504610
USER	Login - 100 Concurrentes	1515	START	1777156504610	1777156504610
REQUEST	1485		login-normal	1777156504500	1777156504612	OK	 
REQUEST	1481		login-normal	1777156504494	1777156504612	OK	 
USER	Login - 100 Concurrentes	1485	END	1777156504499	1777156504612
USER	Login - 100 Concurrentes	1481	END	1777156504494	1777156504613
USER	Login - 100 Concurrentes	1516	START	1777156504613	1777156504613
USER	Login - 100 Concurrentes	1517	START	1777156504613	1777156504613
REQUEST	1487		login-normal	1777156504504	1777156504619	OK	 
REQUEST	1488		login-normal	1777156504506	1777156504619	OK	 
REQUEST	1489		login-normal	1777156504508	1777156504620	OK	 
USER	Login - 100 Concurrentes	1488	END	1777156504506	1777156504620
USER	Login - 100 Concurrentes	1489	END	1777156504508	1777156504620
USER	Login - 100 Concurrentes	1518	START	1777156504620	1777156504620
USER	Login - 100 Concurrentes	1519	START	1777156504620	1777156504620
REQUEST	1491		login-normal	1777156504514	1777156504621	OK	 
USER	Login - 100 Concurrentes	1487	END	1777156504504	1777156504621
USER	Login - 100 Concurrentes	1491	END	1777156504514	1777156504621
USER	Login - 100 Concurrentes	1520	START	1777156504623	1777156504623
USER	Login - 100 Concurrentes	1521	START	1777156504623	1777156504623
REQUEST	1486		login-normal	1777156504503	1777156504623	OK	 
USER	Login - 100 Concurrentes	1486	END	1777156504503	1777156504623
USER	Login - 100 Concurrentes	1522	START	1777156504623	1777156504623
REQUEST	1490		login-normal	1777156504513	1777156504624	OK	 
REQUEST	1492		login-normal	1777156504514	1777156504624	OK	 
USER	Login - 100 Concurrentes	1490	END	1777156504513	1777156504625
USER	Login - 100 Concurrentes	1523	START	1777156504625	1777156504625
USER	Login - 100 Concurrentes	1492	END	1777156504514	1777156504625
USER	Login - 100 Concurrentes	1524	START	1777156504625	1777156504625
REQUEST	1493		login-normal	1777156504515	1777156504627	OK	 
USER	Login - 100 Concurrentes	1493	END	1777156504515	1777156504627
USER	Login - 100 Concurrentes	1525	START	1777156504627	1777156504627
REQUEST	1496		login-normal	1777156504521	1777156504628	OK	 
USER	Login - 100 Concurrentes	1496	END	1777156504521	1777156504628
USER	Login - 100 Concurrentes	1526	START	1777156504628	1777156504628
REQUEST	1495		login-normal	1777156504517	1777156504628	OK	 
USER	Login - 100 Concurrentes	1495	END	1777156504517	1777156504629
USER	Login - 100 Concurrentes	1527	START	1777156504629	1777156504629
REQUEST	1494		login-normal	1777156504517	1777156504630	OK	 
USER	Login - 100 Concurrentes	1494	END	1777156504517	1777156504631
REQUEST	1498		login-normal	1777156504526	1777156504631	OK	 
USER	Login - 100 Concurrentes	1498	END	1777156504526	1777156504631
USER	Login - 100 Concurrentes	1529	START	1777156504631	1777156504631
USER	Login - 100 Concurrentes	1528	START	1777156504631	1777156504631
REQUEST	1497		login-normal	1777156504525	1777156504651	OK	 
REQUEST	1500		login-normal	1777156504530	1777156504653	OK	 
REQUEST	1502		login-normal	1777156504532	1777156504653	OK	 
USER	Login - 100 Concurrentes	1497	END	1777156504525	1777156504652
USER	Login - 100 Concurrentes	1502	END	1777156504532	1777156504654
USER	Login - 100 Concurrentes	1530	START	1777156504654	1777156504654
USER	Login - 100 Concurrentes	1531	START	1777156504654	1777156504654
USER	Login - 100 Concurrentes	1500	END	1777156504530	1777156504654
USER	Login - 100 Concurrentes	1532	START	1777156504654	1777156504654
REQUEST	1499		login-normal	1777156504528	1777156504656	OK	 
USER	Login - 100 Concurrentes	1499	END	1777156504528	1777156504656
USER	Login - 100 Concurrentes	1533	START	1777156504656	1777156504656
REQUEST	1501		login-normal	1777156504531	1777156504659	OK	 
USER	Login - 100 Concurrentes	1501	END	1777156504531	1777156504659
USER	Login - 100 Concurrentes	1534	START	1777156504659	1777156504659
REQUEST	1504		login-normal	1777156504573	1777156504682	OK	 
USER	Login - 100 Concurrentes	1504	END	1777156504573	1777156504683
USER	Login - 100 Concurrentes	1535	START	1777156504683	1777156504683
REQUEST	1503		login-normal	1777156504572	1777156504686	OK	 
USER	Login - 100 Concurrentes	1503	END	1777156504571	1777156504688
USER	Login - 100 Concurrentes	1536	START	1777156504688	1777156504688
REQUEST	1507		login-normal	1777156504583	1777156504693	OK	 
USER	Login - 100 Concurrentes	1507	END	1777156504583	1777156504694
USER	Login - 100 Concurrentes	1537	START	1777156504694	1777156504694
REQUEST	1506		login-normal	1777156504579	1777156504700	OK	 
USER	Login - 100 Concurrentes	1506	END	1777156504579	1777156504700
REQUEST	1508		login-normal	1777156504585	1777156504698	OK	 
USER	Login - 100 Concurrentes	1508	END	1777156504585	1777156504700
USER	Login - 100 Concurrentes	1539	START	1777156504701	1777156504701
USER	Login - 100 Concurrentes	1538	START	1777156504700	1777156504700
REQUEST	1505		login-normal	1777156504578	1777156504702	OK	 
USER	Login - 100 Concurrentes	1505	END	1777156504578	1777156504702
USER	Login - 100 Concurrentes	1540	START	1777156504703	1777156504703
REQUEST	1512		login-normal	1777156504593	1777156504703	OK	 
USER	Login - 100 Concurrentes	1512	END	1777156504593	1777156504703
USER	Login - 100 Concurrentes	1541	START	1777156504703	1777156504703
REQUEST	1510		login-normal	1777156504590	1777156504703	OK	 
USER	Login - 100 Concurrentes	1510	END	1777156504590	1777156504704
USER	Login - 100 Concurrentes	1542	START	1777156504704	1777156504704
REQUEST	1511		login-normal	1777156504592	1777156504708	OK	 
REQUEST	1509		login-normal	1777156504589	1777156504711	OK	 
USER	Login - 100 Concurrentes	1511	END	1777156504592	1777156504712
USER	Login - 100 Concurrentes	1543	START	1777156504712	1777156504712
USER	Login - 100 Concurrentes	1509	END	1777156504589	1777156504717
USER	Login - 100 Concurrentes	1544	START	1777156504717	1777156504717
REQUEST	1513		login-normal	1777156504609	1777156504727	OK	 
USER	Login - 100 Concurrentes	1513	END	1777156504609	1777156504727
REQUEST	1515		login-normal	1777156504610	1777156504728	OK	 
USER	Login - 100 Concurrentes	1515	END	1777156504610	1777156504729
USER	Login - 100 Concurrentes	1546	START	1777156504729	1777156504729
REQUEST	1514		login-normal	1777156504610	1777156504729	OK	 
USER	Login - 100 Concurrentes	1514	END	1777156504610	1777156504730
USER	Login - 100 Concurrentes	1547	START	1777156504730	1777156504730
USER	Login - 100 Concurrentes	1545	START	1777156504727	1777156504727
REQUEST	1517		login-normal	1777156504613	1777156504730	OK	 
USER	Login - 100 Concurrentes	1517	END	1777156504613	1777156504731
USER	Login - 100 Concurrentes	1548	START	1777156504731	1777156504731
REQUEST	1520		login-normal	1777156504623	1777156504738	OK	 
USER	Login - 100 Concurrentes	1520	END	1777156504623	1777156504739
USER	Login - 100 Concurrentes	1549	START	1777156504739	1777156504739
REQUEST	1518		login-normal	1777156504620	1777156504744	OK	 
USER	Login - 100 Concurrentes	1518	END	1777156504620	1777156504746
USER	Login - 100 Concurrentes	1550	START	1777156504746	1777156504746
REQUEST	1450		login-normal	1777156504378	1777156504750	OK	 
REQUEST	1523		login-normal	1777156504625	1777156504750	OK	 
USER	Login - 100 Concurrentes	1523	END	1777156504625	1777156504751
USER	Login - 100 Concurrentes	1551	START	1777156504751	1777156504751
USER	Login - 100 Concurrentes	1450	END	1777156504378	1777156504751
USER	Login - 100 Concurrentes	1552	START	1777156504753	1777156504753
REQUEST	1521		login-normal	1777156504623	1777156504753	OK	 
USER	Login - 100 Concurrentes	1521	END	1777156504623	1777156504754
USER	Login - 100 Concurrentes	1553	START	1777156504754	1777156504754
REQUEST	1522		login-normal	1777156504624	1777156504754	OK	 
USER	Login - 100 Concurrentes	1522	END	1777156504623	1777156504754
USER	Login - 100 Concurrentes	1554	START	1777156504755	1777156504755
REQUEST	1525		login-normal	1777156504628	1777156504757	OK	 
USER	Login - 100 Concurrentes	1525	END	1777156504627	1777156504758
USER	Login - 100 Concurrentes	1555	START	1777156504758	1777156504758
REQUEST	1531		login-normal	1777156504654	1777156504761	OK	 
USER	Login - 100 Concurrentes	1531	END	1777156504654	1777156504762
USER	Login - 100 Concurrentes	1556	START	1777156504762	1777156504762
REQUEST	1532		login-normal	1777156504654	1777156504766	OK	 
USER	Login - 100 Concurrentes	1532	END	1777156504654	1777156504766
USER	Login - 100 Concurrentes	1557	START	1777156504766	1777156504766
REQUEST	1534		login-normal	1777156504660	1777156504768	OK	 
USER	Login - 100 Concurrentes	1534	END	1777156504659	1777156504768
USER	Login - 100 Concurrentes	1558	START	1777156504768	1777156504768
REQUEST	1533		login-normal	1777156504657	1777156504768	OK	 
USER	Login - 100 Concurrentes	1533	END	1777156504656	1777156504769
USER	Login - 100 Concurrentes	1559	START	1777156504769	1777156504769
REQUEST	1530		login-normal	1777156504654	1777156504770	OK	 
USER	Login - 100 Concurrentes	1530	END	1777156504654	1777156504771
USER	Login - 100 Concurrentes	1560	START	1777156504771	1777156504771
REQUEST	1536		login-normal	1777156504688	1777156504794	OK	 
USER	Login - 100 Concurrentes	1536	END	1777156504688	1777156504795
USER	Login - 100 Concurrentes	1561	START	1777156504795	1777156504795
REQUEST	1535		login-normal	1777156504683	1777156504806	OK	 
USER	Login - 100 Concurrentes	1535	END	1777156504683	1777156504807
USER	Login - 100 Concurrentes	1562	START	1777156504807	1777156504807
REQUEST	1537		login-normal	1777156504694	1777156504810	OK	 
USER	Login - 100 Concurrentes	1537	END	1777156504694	1777156504811
USER	Login - 100 Concurrentes	1563	START	1777156504811	1777156504811
REQUEST	1538		login-normal	1777156504700	1777156504813	OK	 
USER	Login - 100 Concurrentes	1538	END	1777156504700	1777156504814
REQUEST	1542		login-normal	1777156504704	1777156504814	OK	 
REQUEST	1539		login-normal	1777156504701	1777156504814	OK	 
USER	Login - 100 Concurrentes	1564	START	1777156504815	1777156504815
USER	Login - 100 Concurrentes	1542	END	1777156504704	1777156504814
USER	Login - 100 Concurrentes	1565	START	1777156504815	1777156504815
USER	Login - 100 Concurrentes	1539	END	1777156504701	1777156504814
USER	Login - 100 Concurrentes	1566	START	1777156504816	1777156504816
REQUEST	1540		login-normal	1777156504703	1777156504816	OK	 
USER	Login - 100 Concurrentes	1540	END	1777156504703	1777156504816
USER	Login - 100 Concurrentes	1567	START	1777156504817	1777156504817
REQUEST	1541		login-normal	1777156504704	1777156504818	OK	 
USER	Login - 100 Concurrentes	1541	END	1777156504703	1777156504819
USER	Login - 100 Concurrentes	1568	START	1777156504819	1777156504819
REQUEST	1543		login-normal	1777156504712	1777156504821	OK	 
USER	Login - 100 Concurrentes	1543	END	1777156504712	1777156504822
USER	Login - 100 Concurrentes	1569	START	1777156504822	1777156504822
REQUEST	1544		login-normal	1777156504717	1777156504824	OK	 
USER	Login - 100 Concurrentes	1544	END	1777156504717	1777156504825
USER	Login - 100 Concurrentes	1570	START	1777156504825	1777156504825
REQUEST	1545		login-normal	1777156504728	1777156504859	OK	 
USER	Login - 100 Concurrentes	1545	END	1777156504727	1777156504859
USER	Login - 100 Concurrentes	1571	START	1777156504859	1777156504859
REQUEST	1526		login-normal	1777156504628	1777156504868	OK	 
REQUEST	1547		login-normal	1777156504730	1777156504869	OK	 
USER	Login - 100 Concurrentes	1526	END	1777156504628	1777156504869
USER	Login - 100 Concurrentes	1547	END	1777156504730	1777156504869
USER	Login - 100 Concurrentes	1572	START	1777156504869	1777156504869
USER	Login - 100 Concurrentes	1573	START	1777156504869	1777156504869
REQUEST	1550		login-normal	1777156504746	1777156504872	OK	 
USER	Login - 100 Concurrentes	1550	END	1777156504746	1777156504872
USER	Login - 100 Concurrentes	1574	START	1777156504872	1777156504872
REQUEST	1527		login-normal	1777156504629	1777156504873	OK	 
USER	Login - 100 Concurrentes	1527	END	1777156504629	1777156504873
USER	Login - 100 Concurrentes	1575	START	1777156504873	1777156504873
REQUEST	1556		login-normal	1777156504762	1777156504873	OK	 
USER	Login - 100 Concurrentes	1556	END	1777156504762	1777156504874
USER	Login - 100 Concurrentes	1576	START	1777156504874	1777156504874
REQUEST	1549		login-normal	1777156504739	1777156504878	OK	 
USER	Login - 100 Concurrentes	1549	END	1777156504739	1777156504878
REQUEST	1554		login-normal	1777156504755	1777156504878	OK	 
USER	Login - 100 Concurrentes	1554	END	1777156504755	1777156504878
USER	Login - 100 Concurrentes	1578	START	1777156504878	1777156504878
USER	Login - 100 Concurrentes	1577	START	1777156504878	1777156504878
REQUEST	1528		login-normal	1777156504631	1777156504882	OK	 
REQUEST	1524		login-normal	1777156504625	1777156504883	OK	 
USER	Login - 100 Concurrentes	1528	END	1777156504631	1777156504883
USER	Login - 100 Concurrentes	1524	END	1777156504625	1777156504883
USER	Login - 100 Concurrentes	1579	START	1777156504883	1777156504883
USER	Login - 100 Concurrentes	1580	START	1777156504883	1777156504883
REQUEST	1519		login-normal	1777156504620	1777156504884	OK	 
USER	Login - 100 Concurrentes	1519	END	1777156504620	1777156504885
USER	Login - 100 Concurrentes	1581	START	1777156504885	1777156504885
REQUEST	1529		login-normal	1777156504631	1777156504886	OK	 
USER	Login - 100 Concurrentes	1529	END	1777156504631	1777156504887
USER	Login - 100 Concurrentes	1582	START	1777156504887	1777156504887
REQUEST	1548		login-normal	1777156504731	1777156504889	OK	 
REQUEST	1560		login-normal	1777156504771	1777156504889	OK	 
REQUEST	1516		login-normal	1777156504613	1777156504889	OK	 
USER	Login - 100 Concurrentes	1548	END	1777156504731	1777156504889
USER	Login - 100 Concurrentes	1560	END	1777156504771	1777156504889
USER	Login - 100 Concurrentes	1516	END	1777156504613	1777156504890
USER	Login - 100 Concurrentes	1584	START	1777156504890	1777156504890
USER	Login - 100 Concurrentes	1585	START	1777156504891	1777156504891
USER	Login - 100 Concurrentes	1583	START	1777156504890	1777156504890
REQUEST	1557		login-normal	1777156504766	1777156504891	OK	 
USER	Login - 100 Concurrentes	1557	END	1777156504766	1777156504892
USER	Login - 100 Concurrentes	1586	START	1777156504892	1777156504892
REQUEST	1559		login-normal	1777156504769	1777156504895	OK	 
USER	Login - 100 Concurrentes	1559	END	1777156504769	1777156504896
USER	Login - 100 Concurrentes	1587	START	1777156504896	1777156504896
REQUEST	1558		login-normal	1777156504768	1777156504898	OK	 
USER	Login - 100 Concurrentes	1558	END	1777156504768	1777156504898
USER	Login - 100 Concurrentes	1588	START	1777156504899	1777156504899
REQUEST	1561		login-normal	1777156504795	1777156504902	OK	 
USER	Login - 100 Concurrentes	1561	END	1777156504795	1777156504903
USER	Login - 100 Concurrentes	1589	START	1777156504904	1777156504904
REQUEST	1562		login-normal	1777156504807	1777156504913	OK	 
USER	Login - 100 Concurrentes	1562	END	1777156504807	1777156504913
USER	Login - 100 Concurrentes	1590	START	1777156504913	1777156504913
REQUEST	1564		login-normal	1777156504815	1777156504925	OK	 
USER	Login - 100 Concurrentes	1564	END	1777156504815	1777156504926
USER	Login - 100 Concurrentes	1591	START	1777156504926	1777156504926
REQUEST	1563		login-normal	1777156504811	1777156504928	OK	 
REQUEST	1568		login-normal	1777156504819	1777156504931	OK	 
USER	Login - 100 Concurrentes	1563	END	1777156504811	1777156504929
USER	Login - 100 Concurrentes	1592	START	1777156504931	1777156504931
USER	Login - 100 Concurrentes	1568	END	1777156504819	1777156504931
USER	Login - 100 Concurrentes	1593	START	1777156504931	1777156504931
REQUEST	1565		login-normal	1777156504816	1777156504932	OK	 
USER	Login - 100 Concurrentes	1565	END	1777156504815	1777156504932
USER	Login - 100 Concurrentes	1594	START	1777156504932	1777156504932
REQUEST	1566		login-normal	1777156504816	1777156504933	OK	 
USER	Login - 100 Concurrentes	1566	END	1777156504816	1777156504933
USER	Login - 100 Concurrentes	1595	START	1777156504933	1777156504933
REQUEST	1567		login-normal	1777156504817	1777156504934	OK	 
USER	Login - 100 Concurrentes	1567	END	1777156504817	1777156504934
USER	Login - 100 Concurrentes	1596	START	1777156504934	1777156504934
REQUEST	1569		login-normal	1777156504822	1777156504940	OK	 
USER	Login - 100 Concurrentes	1569	END	1777156504822	1777156504941
USER	Login - 100 Concurrentes	1597	START	1777156504942	1777156504942
REQUEST	1571		login-normal	1777156504859	1777156504968	OK	 
USER	Login - 100 Concurrentes	1571	END	1777156504859	1777156504969
USER	Login - 100 Concurrentes	1598	START	1777156504969	1777156504969
REQUEST	1574		login-normal	1777156504872	1777156504975	OK	 
USER	Login - 100 Concurrentes	1574	END	1777156504872	1777156504975
USER	Login - 100 Concurrentes	1599	START	1777156504975	1777156504975
REQUEST	1572		login-normal	1777156504869	1777156504978	OK	 
USER	Login - 100 Concurrentes	1572	END	1777156504869	1777156504978
USER	Login - 100 Concurrentes	1600	START	1777156504980	1777156504980
REQUEST	1551		login-normal	1777156504751	1777156504984	OK	 
USER	Login - 100 Concurrentes	1551	END	1777156504751	1777156504985
USER	Login - 100 Concurrentes	1601	START	1777156504986	1777156504986
REQUEST	1546		login-normal	1777156504729	1777156504986	OK	 
USER	Login - 100 Concurrentes	1546	END	1777156504729	1777156504986
USER	Login - 100 Concurrentes	1602	START	1777156504986	1777156504986
REQUEST	1576		login-normal	1777156504874	1777156504986	OK	 
USER	Login - 100 Concurrentes	1576	END	1777156504874	1777156504987
USER	Login - 100 Concurrentes	1603	START	1777156504987	1777156504987
REQUEST	1573		login-normal	1777156504870	1777156504986	OK	 
USER	Login - 100 Concurrentes	1573	END	1777156504869	1777156504988
USER	Login - 100 Concurrentes	1604	START	1777156504988	1777156504988
REQUEST	1578		login-normal	1777156504878	1777156504988	OK	 
USER	Login - 100 Concurrentes	1578	END	1777156504878	1777156504989
USER	Login - 100 Concurrentes	1605	START	1777156504990	1777156504990
REQUEST	1580		login-normal	1777156504883	1777156504990	OK	 
USER	Login - 100 Concurrentes	1580	END	1777156504883	1777156504991
USER	Login - 100 Concurrentes	1606	START	1777156504991	1777156504991
REQUEST	1579		login-normal	1777156504883	1777156504997	OK	 
REQUEST	1582		login-normal	1777156504887	1777156504996	OK	 
REQUEST	1581		login-normal	1777156504885	1777156504998	OK	 
USER	Login - 100 Concurrentes	1582	END	1777156504887	1777156504998
USER	Login - 100 Concurrentes	1581	END	1777156504885	1777156504999
USER	Login - 100 Concurrentes	1607	START	1777156504999	1777156504999
USER	Login - 100 Concurrentes	1608	START	1777156504999	1777156504999
REQUEST	1552		login-normal	1777156504753	1777156505001	OK	 
USER	Login - 100 Concurrentes	1552	END	1777156504753	1777156505001
USER	Login - 100 Concurrentes	1579	END	1777156504883	1777156505001
REQUEST	1575		login-normal	1777156504873	1777156505001	OK	 
USER	Login - 100 Concurrentes	1609	START	1777156505001	1777156505001
USER	Login - 100 Concurrentes	1610	START	1777156505002	1777156505002
USER	Login - 100 Concurrentes	1575	END	1777156504873	1777156505002
USER	Login - 100 Concurrentes	1611	START	1777156505002	1777156505002
REQUEST	1577		login-normal	1777156504878	1777156505002	OK	 
USER	Login - 100 Concurrentes	1577	END	1777156504878	1777156505002
USER	Login - 100 Concurrentes	1612	START	1777156505002	1777156505002
REQUEST	1584		login-normal	1777156504891	1777156505006	OK	 
USER	Login - 100 Concurrentes	1584	END	1777156504890	1777156505009
REQUEST	1588		login-normal	1777156504899	1777156505010	OK	 
REQUEST	1553		login-normal	1777156504754	1777156505010	OK	 
USER	Login - 100 Concurrentes	1613	START	1777156505010	1777156505010
USER	Login - 100 Concurrentes	1553	END	1777156504754	1777156505011
USER	Login - 100 Concurrentes	1614	START	1777156505011	1777156505011
REQUEST	1586		login-normal	1777156504892	1777156505015	OK	 
USER	Login - 100 Concurrentes	1586	END	1777156504892	1777156505015
USER	Login - 100 Concurrentes	1588	END	1777156504899	1777156505015
USER	Login - 100 Concurrentes	1615	START	1777156505015	1777156505015
USER	Login - 100 Concurrentes	1616	START	1777156505015	1777156505015
REQUEST	1555		login-normal	1777156504758	1777156505016	OK	 
USER	Login - 100 Concurrentes	1555	END	1777156504758	1777156505016
USER	Login - 100 Concurrentes	1617	START	1777156505017	1777156505017
REQUEST	1587		login-normal	1777156504897	1777156505017	OK	 
REQUEST	1585		login-normal	1777156504891	1777156505017	OK	 
USER	Login - 100 Concurrentes	1585	END	1777156504891	1777156505017
USER	Login - 100 Concurrentes	1618	START	1777156505017	1777156505017
USER	Login - 100 Concurrentes	1587	END	1777156504896	1777156505018
USER	Login - 100 Concurrentes	1619	START	1777156505018	1777156505018
REQUEST	1583		login-normal	1777156504891	1777156505018	OK	 
USER	Login - 100 Concurrentes	1583	END	1777156504890	1777156505019
USER	Login - 100 Concurrentes	1620	START	1777156505019	1777156505019
REQUEST	1589		login-normal	1777156504904	1777156505033	OK	 
USER	Login - 100 Concurrentes	1589	END	1777156504904	1777156505033
USER	Login - 100 Concurrentes	1621	START	1777156505034	1777156505034
REQUEST	1570		login-normal	1777156504825	1777156505035	OK	 
USER	Login - 100 Concurrentes	1570	END	1777156504825	1777156505036
USER	Login - 100 Concurrentes	1622	START	1777156505036	1777156505036
REQUEST	1590		login-normal	1777156504914	1777156505040	OK	 
USER	Login - 100 Concurrentes	1590	END	1777156504913	1777156505041
USER	Login - 100 Concurrentes	1623	START	1777156505041	1777156505041
REQUEST	1591		login-normal	1777156504926	1777156505047	OK	 
USER	Login - 100 Concurrentes	1591	END	1777156504926	1777156505047
USER	Login - 100 Concurrentes	1624	START	1777156505049	1777156505049
REQUEST	1594		login-normal	1777156504932	1777156505052	OK	 
USER	Login - 100 Concurrentes	1594	END	1777156504932	1777156505052
USER	Login - 100 Concurrentes	1625	START	1777156505052	1777156505052
REQUEST	1247		login-normal	1777156503906	1777156505056	OK	 
USER	Login - 100 Concurrentes	1247	END	1777156503906	1777156505057
USER	Login - 100 Concurrentes	1626	START	1777156505057	1777156505057
REQUEST	1595		login-normal	1777156504933	1777156505061	OK	 
USER	Login - 100 Concurrentes	1595	END	1777156504933	1777156505062
USER	Login - 100 Concurrentes	1627	START	1777156505062	1777156505062
REQUEST	1593		login-normal	1777156504931	1777156505070	OK	 
REQUEST	1597		login-normal	1777156504943	1777156505076	OK	 
USER	Login - 100 Concurrentes	1593	END	1777156504931	1777156505075
USER	Login - 100 Concurrentes	1597	END	1777156504942	1777156505076
USER	Login - 100 Concurrentes	1628	START	1777156505076	1777156505076
USER	Login - 100 Concurrentes	1629	START	1777156505077	1777156505077
REQUEST	1592		login-normal	1777156504931	1777156505071	OK	 
USER	Login - 100 Concurrentes	1592	END	1777156504931	1777156505078
USER	Login - 100 Concurrentes	1630	START	1777156505079	1777156505079
REQUEST	1596		login-normal	1777156504934	1777156505092	OK	 
USER	Login - 100 Concurrentes	1596	END	1777156504934	1777156505093
REQUEST	1598		login-normal	1777156504970	1777156505093	OK	 
USER	Login - 100 Concurrentes	1598	END	1777156504969	1777156505093
USER	Login - 100 Concurrentes	1632	START	1777156505093	1777156505093
