ASSERTION	AAMAAQxsb2dpbi1ub3JtYWwDAAEEAAAAAAAAwFdAAQAAAAAAAECvQA==
ASSERTION	AAECAAIFAAAAAAAAAAAA
RUN	parabank.LoginTest	logintest	1777156495699	 	3.3.1
REQUEST	464		login-normal	1777156498328	1777156498743	OK	 
USER	Login - 100 Concurrentes	464	END	1777156498328	1777156498743
USER	Login - 100 Concurrentes	586	START	1777156498743	1777156498743
REQUEST	483		login-normal	1777156498428	1777156498746	OK	 
USER	Login - 100 Concurrentes	483	END	1777156498428	1777156498746
USER	Login - 100 Concurrentes	587	START	1777156498746	1777156498746
REQUEST	460		login-normal	1777156498322	1777156498749	OK	 
USER	Login - 100 Concurrentes	460	END	1777156498322	1777156498749
USER	Login - 100 Concurrentes	588	START	1777156498749	1777156498749
REQUEST	538		login-normal	1777156498599	1777156498750	OK	 
REQUEST	499		login-normal	1777156498460	1777156498750	OK	 
REQUEST	487		login-normal	1777156498441	1777156498751	OK	 
USER	Login - 100 Concurrentes	499	END	1777156498460	1777156498751
USER	Login - 100 Concurrentes	538	END	1777156498598	1777156498751
USER	Login - 100 Concurrentes	589	START	1777156498751	1777156498751
REQUEST	475		login-normal	1777156498354	1777156498752	OK	 
USER	Login - 100 Concurrentes	487	END	1777156498441	1777156498751
USER	Login - 100 Concurrentes	591	START	1777156498752	1777156498752
USER	Login - 100 Concurrentes	475	END	1777156498353	1777156498752
REQUEST	513		login-normal	1777156498481	1777156498752	OK	 
USER	Login - 100 Concurrentes	590	START	1777156498752	1777156498752
USER	Login - 100 Concurrentes	513	END	1777156498480	1777156498753
USER	Login - 100 Concurrentes	592	START	1777156498753	1777156498753
REQUEST	509		login-normal	1777156498476	1777156498753	OK	 
REQUEST	425		login-normal	1777156498222	1777156498754	OK	 
USER	Login - 100 Concurrentes	509	END	1777156498475	1777156498754
USER	Login - 100 Concurrentes	594	START	1777156498755	1777156498755
USER	Login - 100 Concurrentes	425	END	1777156498221	1777156498754
USER	Login - 100 Concurrentes	595	START	1777156498756	1777156498756
REQUEST	484		login-normal	1777156498436	1777156498757	OK	 
USER	Login - 100 Concurrentes	484	END	1777156498435	1777156498758
REQUEST	512		login-normal	1777156498480	1777156498758	OK	 
USER	Login - 100 Concurrentes	596	START	1777156498758	1777156498758
USER	Login - 100 Concurrentes	512	END	1777156498479	1777156498758
REQUEST	517		login-normal	1777156498489	1777156498758	OK	 
USER	Login - 100 Concurrentes	593	START	1777156498753	1777156498753
USER	Login - 100 Concurrentes	517	END	1777156498488	1777156498759
REQUEST	485		login-normal	1777156498437	1777156498759	OK	 
USER	Login - 100 Concurrentes	598	START	1777156498759	1777156498759
REQUEST	501		login-normal	1777156498463	1777156498760	OK	 
USER	Login - 100 Concurrentes	485	END	1777156498436	1777156498759
USER	Login - 100 Concurrentes	501	END	1777156498463	1777156498760
USER	Login - 100 Concurrentes	599	START	1777156498760	1777156498760
USER	Login - 100 Concurrentes	600	START	1777156498761	1777156498761
REQUEST	472		login-normal	1777156498343	1777156498764	OK	 
USER	Login - 100 Concurrentes	472	END	1777156498342	1777156498765
REQUEST	508		login-normal	1777156498475	1777156498765	OK	 
USER	Login - 100 Concurrentes	601	START	1777156498765	1777156498765
USER	Login - 100 Concurrentes	508	END	1777156498475	1777156498765
USER	Login - 100 Concurrentes	602	START	1777156498766	1777156498766
REQUEST	476		login-normal	1777156498354	1777156498768	OK	 
USER	Login - 100 Concurrentes	597	START	1777156498758	1777156498758
REQUEST	495		login-normal	1777156498464	1777156498772	OK	 
USER	Login - 100 Concurrentes	495	END	1777156498454	1777156498772
REQUEST	523		login-normal	1777156498520	1777156498772	OK	 
USER	Login - 100 Concurrentes	523	END	1777156498520	1777156498773
USER	Login - 100 Concurrentes	604	START	1777156498773	1777156498773
USER	Login - 100 Concurrentes	476	END	1777156498354	1777156498773
USER	Login - 100 Concurrentes	605	START	1777156498774	1777156498774
USER	Login - 100 Concurrentes	603	START	1777156498772	1777156498772
REQUEST	542		login-normal	1777156498621	1777156498776	OK	 
REQUEST	529		login-normal	1777156498558	1777156498776	OK	 
REQUEST	525		login-normal	1777156498549	1777156498777	OK	 
USER	Login - 100 Concurrentes	542	END	1777156498620	1777156498776
USER	Login - 100 Concurrentes	529	END	1777156498558	1777156498777
USER	Login - 100 Concurrentes	525	END	1777156498548	1777156498777
USER	Login - 100 Concurrentes	606	START	1777156498777	1777156498777
USER	Login - 100 Concurrentes	607	START	1777156498778	1777156498778
USER	Login - 100 Concurrentes	608	START	1777156498778	1777156498778
REQUEST	531		login-normal	1777156498561	1777156498780	OK	 
REQUEST	550		login-normal	1777156498643	1777156498781	OK	 
USER	Login - 100 Concurrentes	531	END	1777156498561	1777156498782
USER	Login - 100 Concurrentes	609	START	1777156498782	1777156498782
USER	Login - 100 Concurrentes	550	END	1777156498643	1777156498783
USER	Login - 100 Concurrentes	610	START	1777156498783	1777156498783
REQUEST	527		login-normal	1777156498552	1777156498784	OK	 
REQUEST	546		login-normal	1777156498632	1777156498785	OK	 
USER	Login - 100 Concurrentes	527	END	1777156498552	1777156498788
USER	Login - 100 Concurrentes	611	START	1777156498791	1777156498791
USER	Login - 100 Concurrentes	546	END	1777156498631	1777156498792
REQUEST	533		login-normal	1777156498572	1777156498787	OK	 
REQUEST	537		login-normal	1777156498594	1777156498794	OK	 
USER	Login - 100 Concurrentes	533	END	1777156498572	1777156498794
USER	Login - 100 Concurrentes	537	END	1777156498594	1777156498795
USER	Login - 100 Concurrentes	613	START	1777156498796	1777156498796
USER	Login - 100 Concurrentes	614	START	1777156498796	1777156498796
USER	Login - 100 Concurrentes	612	START	1777156498793	1777156498793
REQUEST	520		login-normal	1777156498505	1777156498792	OK	 
USER	Login - 100 Concurrentes	520	END	1777156498505	1777156498802
USER	Login - 100 Concurrentes	615	START	1777156498803	1777156498803
REQUEST	549		login-normal	1777156498642	1777156498803	OK	 
USER	Login - 100 Concurrentes	549	END	1777156498641	1777156498804
REQUEST	545		login-normal	1777156498630	1777156498804	OK	 
USER	Login - 100 Concurrentes	616	START	1777156498804	1777156498804
USER	Login - 100 Concurrentes	545	END	1777156498629	1777156498804
REQUEST	528		login-normal	1777156498555	1777156498802	OK	 
USER	Login - 100 Concurrentes	617	START	1777156498804	1777156498804
USER	Login - 100 Concurrentes	528	END	1777156498555	1777156498805
REQUEST	524		login-normal	1777156498530	1777156498805	OK	 
USER	Login - 100 Concurrentes	524	END	1777156498530	1777156498805
USER	Login - 100 Concurrentes	619	START	1777156498805	1777156498805
USER	Login - 100 Concurrentes	618	START	1777156498805	1777156498805
REQUEST	535		login-normal	1777156498584	1777156498808	OK	 
USER	Login - 100 Concurrentes	535	END	1777156498584	1777156498811
USER	Login - 100 Concurrentes	620	START	1777156498811	1777156498811
REQUEST	554		login-normal	1777156498655	1777156498810	OK	 
USER	Login - 100 Concurrentes	554	END	1777156498654	1777156498813
USER	Login - 100 Concurrentes	621	START	1777156498813	1777156498813
REQUEST	559		login-normal	1777156498662	1777156498814	OK	 
REQUEST	558		login-normal	1777156498661	1777156498813	OK	 
USER	Login - 100 Concurrentes	559	END	1777156498661	1777156498815
USER	Login - 100 Concurrentes	622	START	1777156498815	1777156498815
USER	Login - 100 Concurrentes	558	END	1777156498661	1777156498816
USER	Login - 100 Concurrentes	623	START	1777156498816	1777156498816
REQUEST	539		login-normal	1777156498606	1777156498818	OK	 
USER	Login - 100 Concurrentes	539	END	1777156498606	1777156498818
USER	Login - 100 Concurrentes	624	START	1777156498818	1777156498818
REQUEST	557		login-normal	1777156498658	1777156498828	OK	 
USER	Login - 100 Concurrentes	557	END	1777156498657	1777156498829
USER	Login - 100 Concurrentes	625	START	1777156498829	1777156498829
REQUEST	548		login-normal	1777156498634	1777156498830	OK	 
USER	Login - 100 Concurrentes	548	END	1777156498633	1777156498831
USER	Login - 100 Concurrentes	626	START	1777156498831	1777156498831
REQUEST	553		login-normal	1777156498653	1777156498829	OK	 
USER	Login - 100 Concurrentes	553	END	1777156498652	1777156498832
REQUEST	532		login-normal	1777156498564	1777156498831	OK	 
USER	Login - 100 Concurrentes	627	START	1777156498832	1777156498832
USER	Login - 100 Concurrentes	532	END	1777156498563	1777156498835
USER	Login - 100 Concurrentes	628	START	1777156498835	1777156498835
REQUEST	565		login-normal	1777156498678	1777156498836	OK	 
USER	Login - 100 Concurrentes	565	END	1777156498678	1777156498836
USER	Login - 100 Concurrentes	629	START	1777156498838	1777156498838
REQUEST	551		login-normal	1777156498646	1777156498838	OK	 
USER	Login - 100 Concurrentes	551	END	1777156498646	1777156498839
USER	Login - 100 Concurrentes	630	START	1777156498839	1777156498839
REQUEST	547		login-normal	1777156498633	1777156498839	OK	 
USER	Login - 100 Concurrentes	547	END	1777156498632	1777156498841
USER	Login - 100 Concurrentes	631	START	1777156498842	1777156498842
REQUEST	543		login-normal	1777156498629	1777156498842	OK	 
REQUEST	511		login-normal	1777156498478	1777156498845	OK	 
USER	Login - 100 Concurrentes	543	END	1777156498624	1777156498845
USER	Login - 100 Concurrentes	511	END	1777156498477	1777156498845
USER	Login - 100 Concurrentes	632	START	1777156498847	1777156498847
USER	Login - 100 Concurrentes	633	START	1777156498847	1777156498847
REQUEST	567		login-normal	1777156498684	1777156498849	OK	 
USER	Login - 100 Concurrentes	567	END	1777156498683	1777156498850
USER	Login - 100 Concurrentes	634	START	1777156498850	1777156498850
REQUEST	536		login-normal	1777156498589	1777156498849	OK	 
USER	Login - 100 Concurrentes	536	END	1777156498589	1777156498853
REQUEST	552		login-normal	1777156498651	1777156498853	OK	 
USER	Login - 100 Concurrentes	635	START	1777156498853	1777156498853
USER	Login - 100 Concurrentes	552	END	1777156498651	1777156498853
REQUEST	479		login-normal	1777156498368	1777156498850	OK	 
USER	Login - 100 Concurrentes	636	START	1777156498853	1777156498853
USER	Login - 100 Concurrentes	479	END	1777156498366	1777156498854
REQUEST	515		login-normal	1777156498482	1777156498854	OK	 
USER	Login - 100 Concurrentes	637	START	1777156498854	1777156498854
USER	Login - 100 Concurrentes	515	END	1777156498481	1777156498854
USER	Login - 100 Concurrentes	638	START	1777156498854	1777156498854
REQUEST	540		login-normal	1777156498608	1777156498857	OK	 
REQUEST	578		login-normal	1777156498728	1777156498857	OK	 
USER	Login - 100 Concurrentes	540	END	1777156498607	1777156498857
USER	Login - 100 Concurrentes	639	START	1777156498857	1777156498857
REQUEST	561		login-normal	1777156498667	1777156498858	OK	 
USER	Login - 100 Concurrentes	561	END	1777156498662	1777156498859
REQUEST	519		login-normal	1777156498493	1777156498859	OK	 
USER	Login - 100 Concurrentes	640	START	1777156498859	1777156498859
USER	Login - 100 Concurrentes	519	END	1777156498492	1777156498859
USER	Login - 100 Concurrentes	578	END	1777156498728	1777156498860
USER	Login - 100 Concurrentes	642	START	1777156498860	1777156498860
USER	Login - 100 Concurrentes	641	START	1777156498860	1777156498860
REQUEST	560		login-normal	1777156498662	1777156498858	OK	 
USER	Login - 100 Concurrentes	560	END	1777156498662	1777156498862
USER	Login - 100 Concurrentes	643	START	1777156498862	1777156498862
REQUEST	564		login-normal	1777156498678	1777156498862	OK	 
USER	Login - 100 Concurrentes	564	END	1777156498678	1777156498863
REQUEST	556		login-normal	1777156498657	1777156498863	OK	 
USER	Login - 100 Concurrentes	644	START	1777156498863	1777156498863
REQUEST	481		login-normal	1777156498393	1777156498859	OK	 
USER	Login - 100 Concurrentes	481	END	1777156498393	1777156498864
USER	Login - 100 Concurrentes	645	START	1777156498864	1777156498864
REQUEST	574		login-normal	1777156498723	1777156498865	OK	 
REQUEST	568		login-normal	1777156498686	1777156498867	OK	 
USER	Login - 100 Concurrentes	556	END	1777156498657	1777156498866
USER	Login - 100 Concurrentes	574	END	1777156498723	1777156498867
USER	Login - 100 Concurrentes	568	END	1777156498686	1777156498867
USER	Login - 100 Concurrentes	647	START	1777156498868	1777156498868
USER	Login - 100 Concurrentes	646	START	1777156498868	1777156498868
REQUEST	497		login-normal	1777156498459	1777156498868	OK	 
USER	Login - 100 Concurrentes	648	START	1777156498868	1777156498868
USER	Login - 100 Concurrentes	497	END	1777156498459	1777156498869
REQUEST	461		login-normal	1777156498325	1777156498869	OK	 
USER	Login - 100 Concurrentes	649	START	1777156498869	1777156498869
REQUEST	507		login-normal	1777156498474	1777156498871	OK	 
USER	Login - 100 Concurrentes	507	END	1777156498473	1777156498871
USER	Login - 100 Concurrentes	650	START	1777156498871	1777156498871
REQUEST	586		login-normal	1777156498744	1777156498872	OK	 
USER	Login - 100 Concurrentes	461	END	1777156498325	1777156498873
USER	Login - 100 Concurrentes	651	START	1777156498873	1777156498873
USER	Login - 100 Concurrentes	586	END	1777156498743	1777156498873
USER	Login - 100 Concurrentes	652	START	1777156498874	1777156498874
REQUEST	493		login-normal	1777156498453	1777156498876	OK	 
USER	Login - 100 Concurrentes	493	END	1777156498453	1777156498876
USER	Login - 100 Concurrentes	653	START	1777156498876	1777156498876
REQUEST	582		login-normal	1777156498734	1777156498875	OK	 
USER	Login - 100 Concurrentes	582	END	1777156498734	1777156498877
USER	Login - 100 Concurrentes	654	START	1777156498877	1777156498877
REQUEST	569		login-normal	1777156498693	1777156498876	OK	 
USER	Login - 100 Concurrentes	569	END	1777156498692	1777156498879
USER	Login - 100 Concurrentes	655	START	1777156498879	1777156498879
REQUEST	521		login-normal	1777156498512	1777156498880	OK	 
USER	Login - 100 Concurrentes	521	END	1777156498511	1777156498882
USER	Login - 100 Concurrentes	656	START	1777156498882	1777156498882
REQUEST	503		login-normal	1777156498467	1777156498880	OK	 
REQUEST	491		login-normal	1777156498447	1777156498883	OK	 
USER	Login - 100 Concurrentes	503	END	1777156498467	1777156498883
REQUEST	489		login-normal	1777156498444	1777156498884	OK	 
USER	Login - 100 Concurrentes	657	START	1777156498883	1777156498883
USER	Login - 100 Concurrentes	491	END	1777156498447	1777156498883
USER	Login - 100 Concurrentes	658	START	1777156498884	1777156498884
USER	Login - 100 Concurrentes	489	END	1777156498443	1777156498884
USER	Login - 100 Concurrentes	659	START	1777156498885	1777156498885
REQUEST	594		login-normal	1777156498756	1777156498886	OK	 
USER	Login - 100 Concurrentes	594	END	1777156498755	1777156498886
USER	Login - 100 Concurrentes	660	START	1777156498887	1777156498887
REQUEST	468		login-normal	1777156498336	1777156498894	OK	 
USER	Login - 100 Concurrentes	468	END	1777156498336	1777156498895
REQUEST	492		login-normal	1777156498449	1777156498895	OK	 
USER	Login - 100 Concurrentes	661	START	1777156498895	1777156498895
REQUEST	598		login-normal	1777156498759	1777156498897	OK	 
USER	Login - 100 Concurrentes	598	END	1777156498759	1777156498897
USER	Login - 100 Concurrentes	662	START	1777156498897	1777156498897
REQUEST	562		login-normal	1777156498664	1777156498899	OK	 
USER	Login - 100 Concurrentes	562	END	1777156498663	1777156498901
USER	Login - 100 Concurrentes	663	START	1777156498901	1777156498901
REQUEST	480		login-normal	1777156498394	1777156498902	OK	 
REQUEST	504		login-normal	1777156498468	1777156498903	OK	 
REQUEST	488		login-normal	1777156498442	1777156498903	OK	 
USER	Login - 100 Concurrentes	492	END	1777156498449	1777156498902
USER	Login - 100 Concurrentes	480	END	1777156498391	1777156498902
USER	Login - 100 Concurrentes	504	END	1777156498468	1777156498903
USER	Login - 100 Concurrentes	665	START	1777156498904	1777156498904
USER	Login - 100 Concurrentes	664	START	1777156498904	1777156498904
USER	Login - 100 Concurrentes	666	START	1777156498904	1777156498904
REQUEST	590		login-normal	1777156498753	1777156498902	OK	 
USER	Login - 100 Concurrentes	590	END	1777156498752	1777156498905
USER	Login - 100 Concurrentes	667	START	1777156498905	1777156498905
REQUEST	566		login-normal	1777156498679	1777156498906	OK	 
REQUEST	571		login-normal	1777156498712	1777156498908	OK	 
USER	Login - 100 Concurrentes	566	END	1777156498678	1777156498908
USER	Login - 100 Concurrentes	571	END	1777156498711	1777156498909
USER	Login - 100 Concurrentes	668	START	1777156498909	1777156498909
USER	Login - 100 Concurrentes	669	START	1777156498910	1777156498910
USER	Login - 100 Concurrentes	488	END	1777156498442	1777156498910
REQUEST	516		login-normal	1777156498488	1777156498911	OK	 
USER	Login - 100 Concurrentes	670	START	1777156498910	1777156498910
USER	Login - 100 Concurrentes	516	END	1777156498487	1777156498911
REQUEST	496		login-normal	1777156498456	1777156498911	OK	 
